"Tabela 4714 - População Residente, Área territorial e Densidade demográfica - Ranking descendente"
"Variável - Densidade demográfica (Habitante por quilômetro quadrado)"
"1163","2612109","Salgadinho (PE)","65.66"
"1164","2305803","Ipu (CE)","65.62"
"1165","4312807","Nova Araçá (RS)","65.60"
"1166","2709400","Viçosa (AL)","65.49"
"1167","3520905","Ipaussu (SP)","65.43"
"1168","5003801","Fátima do Sul (MS)","65.36"
"1169","2610905","Pesqueira (PE)","65.33"
"1170","2706802","Piaçabuçu (AL)","65.28"
"1171","3203106","Jerônimo Monteiro (ES)","65.27"
"1172","2400703","Alto do Rodrigues (RN)","65.25"
"1173","2925600","Presidente Dutra (BA)","65.20"
"1174","4209904","Lontras (SC)","65.15"
"1175","4215653","Santa Rosa do Sul (SC)","65.15"
"1176","2404002","Frutuoso Gomes (RN)","65.14"
"1177","4320107","Sarandi (RS)","64.97"
"1178","3128303","Guaranésia (MG)","64.95"
"1179","2509404","Mogeiro (PB)","64.92"
"1180","3555109","Tupi Paulista (SP)","64.77"
"1181","4118006","Paraíso do Norte (PR)","64.75"
"1182","3557204","Chavantes (SP)","64.70"
"1183","2801603","Cedro de São João (SE)","64.40"
"1184","2103802","Dom Pedro (MA)","64.31"
"1185","3139003","Machado (MG)","64.31"
"1186","2312403","São Gonçalo do Amarante (CE)","64.25"
"1187","2605806","Frei Miguelinho (PE)","64.11"
"1188","3157906","Santa Margarida (MG)","64.11"
"1189","3504800","Bálsamo (SP)","64.02"
"1190","4106209","Contenda (PR)","63.97"
"1191","2602605","Brejo da Madre de Deus (PE)","63.81"
"1192","3511300","Cedral (SP)","63.78"
"1193","3527405","Lucélia (SP)","63.72"
"1194","4302204","Boa Vista do Buricá (RS)","63.59"
"1195","2209450","Santo Antônio dos Milagres (PI)","63.56"
"1196","4314423","Picada Café (RS)","63.49"
"1197","4216008","São Carlos (SC)","63.42"
"1198","4103602","Cambará (PR)","63.39"
"1199","3306206","Vassouras (RJ)","63.38"
"1200","2600609","Alagoinha (PE)","63.20"
"1201","2908002","Coaraci (BA)","63.14"
"1202","3533106","Nova Guataporanga (SP)","63.12"
"1203","2406205","Lagoa d'Anta (RN)","62.98"
"1204","2313500","Trairi (CE)","62.90"
"1205","3202207","Fundão (ES)","62.80"
"1206","2925758","Presidente Tancredo Neves (BA)","62.77"
"1207","3162906","São João Nepomuceno (MG)","62.75"
"1208","3509254","Cajati (SP)","62.75"
"1209","3202306","Guaçuí (ES)","62.71"
"1210","2101202","Bacabal (MA)","62.60"
"1211","3550407","São Pedro (SP)","62.58"
"1212","2608701","Lagoa dos Gatos (PE)","62.57"
"1213","4209300","Lages (SC)","62.55"
"1214","4208807","Jaguaruna (SC)","62.43"
"1215","3301405","Conceição de Macabu (RJ)","62.39"
"1216","2205953","Marcolândia (PI)","62.38"
"1217","2708402","São José da Tapera (AL)","62.35"
"1218","2305100","Guaramiranga (CE)","62.26"
"1219","2406304","Lagoa de Pedras (RN)","62.20"
"1220","3162500","São João del Rei (MG)","62.14"
"1221","4107751","Figueira (PR)","62.13"
"1222","3203007","Iúna (ES)","62.07"
"1223","3502101","Andradina (SP)","62.00"
"1224","4315149","Presidente Lucena (RS)","62.00"
"1225","2403202","Doutor Severiano (RN)","61.93"
"1226","3203346","Marechal Floriano (ES)","61.79"
"1227","3147303","Paraisópolis (MG)","61.72"
"1228","2933000","Valente (BA)","61.70"
"1229","2706000","Olivença (AL)","61.68"
"1230","3536703","Pederneiras (SP)","61.62"
"1231","4124103","Santo Antônio da Platina (PR)","61.50"
"1232","4103503","Califórnia (PR)","61.42"
"1233","5204508","Caldas Novas (GO)","61.31"
"1234","3122009","Divino (MG)","61.30"
"1235","2100436","Alto Alegre do Maranhão (MA)","61.23"
"1236","2301109","Aracati (CE)","61.21"
"1237","2502904","Brejo dos Santos (PB)","61.18"
"1238","4102802","Bela Vista do Paraíso (PR)","61.12"
"1239","4304689","Capela de Santana (RS)","61.06"
"1240","1502905","Curuçá (PA)","61.01"
"1241","2502052","Bernardino Batista (PB)","60.99"
"1242","4205506","Fraiburgo (SC)","60.96"
"1243","3109006","Brumadinho (MG)","60.86"
"1244","2800100","Amparo do São Francisco (SE)","60.81"
"1245","2505279","Curral de Cima (PB)","60.79"
"1246","5005202","Ladário (MS)","60.75"
"1247","2304459","Fortim (CE)","60.68"
"1248","3119955","Córrego Fundo (MG)","60.66"
"1249","3123858","Entre Folhas (MG)","60.65"
"1250","3202603","Iconha (ES)","60.56"
"1251","2804409","Neópolis (SE)","60.54"
"1252","4102604","Barracão (PR)","60.53"
"1253","2610202","Panelas (PE)","60.43"
"1254","2927507","Santa Bárbara (BA)","60.38"
"1255","3117801","Conceição dos Ouros (MG)","60.37"
"1256","2614709","Tacaimbó (PE)","60.36"
"1257","2505501","Vista Serrana (PB)","60.29"
"1258","2705507","Murici (AL)","60.25"
"1259","3101508","Além Paraíba (MG)","60.20"
"1260","2931509","Teofilândia (BA)","60.18"
"1261","3109600","Cachoeira da Prata (MG)","60.17"
"1262","2923803","Paripiranga (BA)","60.16"
"1263","4217501","Seara (SC)","60.14"
"1264","3146008","Ouro Fino (MG)","60.13"
"1265","2306553","Itarema (CE)","60.09"
"1266","3146107","Ouro Preto (MG)","60.06"
"1267","2308401","Missão Velha (CE)","60.04"
"1268","2608602","Lagoa do Ouro (PE)","60.04"
"1269","5003702","Dourados (MS)","59.91"
"1270","2505709","Dona Inês (PB)","59.78"
"1271","2411205","Santa Cruz (RN)","59.76"
"1272","2506103","Fagundes (PB)","59.70"
"1273","3300803","Cachoeiras de Macacu (RJ)","59.64"
"1274","2310605","Penaforte (CE)","59.60"
"1275","2109601","Rosário (MA)","59.38"
"1276","4110706","Irati (PR)","59.28"
"1277","3304102","Porciúncula (RJ)","59.24"
"1278","2404507","Guamaré (RN)","59.21"
"1279","2702553","Estrela de Alagoas (AL)","59.17"
"1280","4321808","Três de Maio (RS)","59.12"
"1281","4314001","Paraí (RS)","59.09"
"1282","2912905","Ibirataia (BA)","59.07"
"1283","4208401","Itapiranga (SC)","59.05"
"1284","2413300","Serra de São Bento (RN)","59.02"
"1285","3300605","Bom Jesus do Itabapoana (RJ)","58.95"
"1286","2516607","Tavares (PB)","58.88"
"1287","4321006","Tapera (RS)","58.87"
"1288","3162609","São João do Oriente (MG)","58.86"
"1289","2901502","Anguera (BA)","58.73"
"1290","3160801","São Bento Abade (MG)","58.62"
"1291","4102109","Astorga (PR)","58.59"
"1292","2514453","São José dos Ramos (PB)","58.53"
"1293","2109106","Presidente Dutra (MA)","58.52"
"1294","3514007","Dobrada (SP)","58.50"
"1295","3538808","Piraju (SP)","58.34"
"1296","3202504","Ibiraçu (ES)","58.25"
"1297","2706109","Ouro Branco (AL)","58.23"
"1298","2503555","Cacimbas (PB)","58.22"
"1299","2806503","Santa Rosa de Lima (SE)","58.18"
"1300","2400406","Água Nova (RN)","58.12"
"1301","3532900","Nova Europa (SP)","58.10"
"1302","3151107","Pirapetinga (MG)","58.09"
"1303","2505238","Cuité de Mamanguape (PB)","58.05"
"1304","1501709","Bragança (PA)","57.93"
"1305","3523800","Itobi (SP)","57.89"
"1306","2305308","Ibiapina (CE)","57.87"
"1307","3108305","Borda da Mata (MG)","57.80"
"1308","4308904","Getúlio Vargas (RS)","57.75"
"1309","2703809","Joaquim Gomes (AL)","57.52"
"1310","2603702","Canhotinho (PE)","57.49"
"1311","4109401","Guarapuava (PR)","57.48"
"1312","4103800","Cambira (PR)","57.41"
"1313","3503703","Ariranha (SP)","57.32"
"1314","3550100","São Manuel (SP)","57.30"
"1315","2512309","Princesa Isabel (PB)","57.29"
"1316","4204350","Cordilheira Alta (SC)","57.22"
"1317","2612000","Sairé (PE)","57.16"
"1318","2701100","Branquinha (AL)","57.14"
"1319","2918209","Jiquiriçá (BA)","57.11"
"1320","2701704","Capela (AL)","57.00"
"1321","4108809","Guaíra (PR)","56.94"
"1322","4213005","Pinheiro Preto (SC)","56.92"
"1323","2602407","Brejão (PE)","56.82"
"1324","3523305","Itariri (SP)","56.74"
"1325","2924678","Piraí do Norte (BA)","56.73"
"1326","3124005","Ervália (MG)","56.66"
"1327","2803807","Malhada dos Bois (SE)","56.63"
"1328","3204559","Santa Maria de Jetibá (ES)","56.63"
"1329","2513109","Salgado de São Félix (PB)","56.38"
"1330","2507309","Jacaraú (PB)","56.36"
"1331","3104106","Arceburgo (MG)","56.34"
"1332","2926103","Retirolândia (BA)","56.33"
"1333","3301207","Carmo (RJ)","56.25"
"1334","4105904","Colorado (PR)","56.18"
"1335","2702306","Coruripe (AL)","56.15"
"1336","3304003","Piraí (RJ)","56.04"
"1337","2800209","Aquidabã (SE)","55.99"
"1338","3147600","Passa Quatro (MG)","55.97"
"1339","3520103","Igarapava (SP)","55.97"
"1340","2707107","Piranhas (AL)","55.96"
"1341","4307559","Estação (RS)","55.96"
"1342","2108603","Pinheiro (MA)","55.93"
"1343","2602100","Bom Conselho (PE)","55.91"
"1344","3102050","Alto Caparaó (MG)","55.89"
"1345","2931707","Terra Nova (BA)","55.88"
"1346","3532405","Nazaré Paulista (SP)","55.84"
"1347","3548104","Santo Antônio do Jardim (SP)","55.71"
"1348","3201407","Castelo (ES)","55.66"
"1349","2302602","Camocim (CE)","55.63"
"1350","2504306","Catolé do Rocha (PB)","55.57"
"1351","2300101","Abaiara (CE)","55.51"
"1352","2706604","Paulo Jacinto (AL)","55.51"
"1353","4218806","Turvo (SC)","55.48"
"1354","2908309","Conceição do Almeida (BA)","55.45"
"1355","3145059","Nova Porteirinha (MG)","55.45"
"1356","2800704","Brejo Grande (SE)","55.43"
"1357","3161502","São Geraldo (MG)","55.41"
"1358","4112405","Japurá (PR)","55.36"
"1359","2313757","Umirim (CE)","55.35"
"1360","2308906","Morrinhos (CE)","55.28"
"1361","3145851","Oratórios (MG)","55.21"
"1362","3153509","Alto Jequitibá (MG)","55.14"
"1363","2411908","São Francisco do Oeste (RN)","55.05"
"1364","3107901","Bom Repouso (MG)","55.03"
"1365","2612307","Saloá (PE)","55.00"
"1366","2706505","Passo de Camaragibe (AL)","54.93"
"1367","2918308","Jitaúna (BA)","54.78"
"1368","4127205","Terra Boa (PR)","54.75"
"1369","5219738","Santo Antônio de Goiás (GO)","54.70"
"1370","5201801","Aragoiânia (GO)","54.51"
"1371","2309201","Nova Olinda (CE)","54.49"
"1372","2604908","Cumaru (PE)","54.48"
"1373","4121406","Realeza (PR)","54.46"
"1374","2407005","Luís Gomes (RN)","54.43"
"1375","4117214","Nova Santa Bárbara (PR)","54.42"
"1376","2603801","Capoeiras (PE)","54.39"
"1377","4313805","Palmitinho (RS)","54.37"
"1378","2804508","Nossa Senhora da Glória (SE)","54.34"
"1379","3553807","Taquarituba (SP)","54.29"
"1380","4127106","Telêmaco Borba (PR)","54.27"
"1381","3138401","Leopoldina (MG)","54.23"
"1382","3204401","Rio Novo do Sul (ES)","54.14"
"1383","3117900","Congonhal (MG)","54.03"
"1384","3540804","Potirendaba (SP)","54.00"
"1385","2604700","Correntes (PE)","53.91"
"1386","3525854","Jumirim (SP)","53.91"
"1387","1506609","Santa Maria do Pará (PA)","53.80"
"1388","2410108","Poço Branco (RN)","53.78"
"1389","4117909","Palotina (PR)","53.76"
"1390","2106508","Matinha (MA)","53.66"
"1391","3122355","Divisa Alegre (MG)","53.66"
"1392","3548203","Santo Antônio do Pinhal (SP)","53.63"
"1393","2912707","Ibirapitanga (BA)","53.62"
"1394","4119103","Piên (PR)","53.59"
"1395","3536208","Pariquera-Açu (SP)","53.51"
"1396","2918001","Jequié (BA)","53.49"
"1397","4107306","Doutor Camargo (PR)","53.49"
"1398","3554953","Tuiuti (SP)","53.48"
"1399","3144102","Muzambinho (MG)","53.40"
"1400","2503605","Caiçara (PB)","53.38"
"1401","3524105","Ituverava (SP)","53.32"
"1402","2304657","Graça (CE)","53.30"
"1403","3553609","Tapiratiba (SP)","53.25"
"1404","4100301","Agudos do Sul (PR)","53.22"
"1405","4200200","Agrolândia (SC)","53.14"
"1406","3539202","Pirapozinho (SP)","53.07"
"1407","4204004","Catanduvas (SC)","53.05"
"1408","3553104","Taiaçu (SP)","53.03"
"1409","2405306","Januário Cicco (RN)","53.01"
"1410","3101631","Alfredo Vasconcelos (MG)","52.98"
"1411","2917102","Itororó (BA)","52.95"
"1412","2931608","Teolândia (BA)","52.91"
"1413","3302106","Itaocara (RJ)","52.91"
"1414","4209607","Lauro Müller (SC)","52.90"
"1415","2512903","Rio Tinto (PB)","52.84"
"1416","5212501","Luziânia (GO)","52.78"
"1417","3204906","São Mateus (ES)","52.75"
"1418","3169109","Toledo (MG)","52.74"
"1419","2917300","Ituberá (BA)","52.72"
"1420","3123601","Elói Mendes (MG)","52.72"
"1421","3529807","Mineiros do Tietê (SP)","52.66"
"1422","3508108","Buritama (SP)","52.64"
"1423","2303907","Chaval (CE)","52.53"
"1424","3526209","Juquitiba (SP)","52.48"
"1425","3524501","Jaci (SP)","52.46"
"1426","3306107","Valença (RJ)","52.34"
"1427","4217600","Siderópolis (SC)","52.34"
"1428","2802809","Indiaroba (SE)","52.32"
"1429","4104600","Capitão Leônidas Marques (PR)","52.30"
"1430","2700706","Batalha (AL)","52.07"
"1431","2615003","Taquaritinga do Norte (PE)","52.06"
"1432","2507002","Itaporanga (PB)","52.02"
"1433","2800407","Arauá (SE)","51.86"
"1434","4122305","Rio Negro (PR)","51.85"
"1435","2804607","Nossa Senhora das Dores (SE)","51.81"
"1436","4301651","Barão (RS)","51.79"
"1437","5204854","Campo Limpo de Goiás (GO)","51.76"
"1438","2703007","Ibateguara (AL)","51.75"
"1439","3154150","Reduto (MG)","51.68"
"1440","3500402","Águas da Prata (SP)","51.65"
"1441","3509304","Cajobi (SP)","51.62"
"1442","3114204","Carmo do Cajuru (MG)","51.51"
"1443","3148202","Patrocínio do Muriaé (MG)","51.51"
"1444","2925105","Poções (BA)","51.49"
"1445","3140001","Mariana (MG)","51.40"
"1446","3517703","Guará (SP)","51.37"
"1447","2100832","Apicum-Açu (MA)","51.36"
"1448","2616001","Venturosa (PE)","51.33"
"1449","3546009","Santa Branca (SP)","51.33"
"1450","3147204","Paraguaçu (MG)","51.20"
"1451","2611200","Poção (PE)","51.19"
"1452","2612802","Santa Terezinha (PE)","51.14"
"1453","1507003","Santo Antônio do Tauá (PA)","51.08"
"1454","4305801","Constantina (RS)","51.00"
"1455","2516904","Uiraúna (PB)","50.92"
"1456","3101409","Albertina (MG)","50.89"
"1457","2305357","Icapuí (CE)","50.86"
"1458","4201505","Armazém (SC)","50.78"
"1459","5107602","Rondonópolis (MT)","50.77"
"1460","1507961","Terra Alta (PA)","50.74"
"1461","4308078","Fazenda Vilanova (RS)","50.60"
"1462","3306156","Varre-Sai (RJ)","50.55"
"1463","2608057","Jatobá (PE)","50.46"
"1464","4216701","São José do Cedro (SC)","50.46"
"1465","3539004","Pirangi (SP)","50.44"
"1466","4108601","Goioerê (PR)","50.41"
"1467","3163607","São José do Mantimento (MG)","50.33"
"1468","4301859","Barra do Guarita (RS)","50.33"
"1469","2307106","Jardim (CE)","50.30"
"1470","3136900","Juruaia (MG)","50.30"
"1471","4118907","Pérola (PR)","50.29"
"1472","4211009","Mondaí (SC)","50.26"
"1473","4207403","Imbuia (SC)","50.22"
"1474","2707800","Roteiro (AL)","50.21"
"1475","2703205","Igreja Nova (AL)","50.11"
"1476","4315800","Roca Sales (RS)","50.06"
"1477","3110707","Cambuquira (MG)","49.98"
"1478","3148004","Patos de Minas (MG)","49.91"
"1479","2311702","Reriutaba (CE)","49.89"
"1480","4217303","Saudades (SC)","49.88"
"1481","3513900","Divinolândia (SP)","49.87"
"1482","2902302","Aratuípe (BA)","49.86"
"1483","3110103","Caiana (MG)","49.82"
"1484","2402006","Caicó (RN)","49.77"
"1485","4204707","Cunha Porã (SC)","49.76"
"1486","2600401","Água Preta (PE)","49.74"
"1487","2501302","Aroeiras (PB)","49.73"
"1488","2803708","Macambira (SE)","49.73"
"1489","2917607","Jaguaquara (BA)","49.72"
"1490","3521150","Ipiguá (SP)","49.70"
"1491","2807402","Tobias Barreto (SE)","49.68"
"1492","3204054","Pedro Canário (ES)","49.65"
"1493","3130200","Igaratinga (MG)","49.60"
"1494","2200400","Altos (PI)","49.57"
"1495","3131802","Itabirinha (MG)","49.57"
"1496","3144359","Naque (MG)","49.56"
"1497","3170578","Vargem Alegre (MG)","49.54"
"1498","2111706","São Vicente Ferrer (MA)","49.50"
"1499","4210035","Luzerna (SC)","49.48"
"1500","4312658","Não-Me-Toque (RS)","49.48"
"1501","3203130","João Neiva (ES)","49.45"
"1502","3510005","Cândido Mota (SP)","49.43"
"1503","3553203","Taiúva (SP)","49.43"
"1504","2805505","Poço Verde (SE)","49.38"
"1505","3110509","Camanducaia (MG)","49.36"
"1506","3149101","Pedralva (MG)","49.36"
"1507","2406007","José da Penha (RN)","49.33"
"1508","3129905","Ibitiúra de Minas (MG)","49.26"
"1509","3110202","Cajuri (MG)","49.23"
"1510","3149705","Perdigão (MG)","49.21"
"1511","5107909","Sinop (MT)","49.19"
"1512","2517001","Umbuzeiro (PB)","49.17"
"1513","2923308","Ouriçangas (BA)","49.15"
"1514","2915700","Itamari (BA)","49.14"
"1515","3522406","Itapeva (SP)","49.13"
"1516","3553955","Tarumã (SP)","49.13"
"1517","2910750","Fátima (BA)","49.11"
"1518","3104304","Areado (MG)","49.03"
"1519","3122207","Divinolândia de Minas (MG)","48.95"
"1520","3303807","Paraty (RJ)","48.95"
"1521","2110203","Santa Rita (MA)","48.94"
"1522","4104501","Capanema (PR)","48.88"
"1523","3113206","Carandaí (MG)","48.87"
"1524","3130606","Inconfidentes (MG)","48.80"
"1525","2708105","Santana do Mundaú (AL)","48.77"
"1526","4123006","Salto do Lontra (PR)","48.68"
"1527","4323770","Westfália (RS)","48.66"
"1528","3553658","Taquaral (SP)","48.60"
"1529","4111209","Itapejara d'Oeste (PR)","48.60"
"1530","2111508","São Mateus do Maranhão (MA)","48.53"
"1531","2408607","Paraná (RN)","48.34"
"1532","3302056","Italva (RJ)","48.33"
"1533","1507607","São Miguel do Guamá (PA)","48.32"
"1534","2407401","Martins (RN)","48.26"
"1535","2502201","Bom Jesus (PB)","48.26"
"1536","3137700","Lajinha (MG)","48.24"
"1537","4128500","Wenceslau Braz (PR)","48.22"
"1538","3144706","Nova Era (MG)","48.18"
"1539","2414902","Viçosa (RN)","48.07"
"1540","3304128","Quatis (RJ)","48.04"
"1541","3545407","Salto Grande (SP)","48.03"
"1542","4213708","Pouso Redondo (SC)","48.03"
"1543","4206603","Guarujá do Sul (SC)","47.99"
"1544","4117107","Nova Londrina (PR)","47.97"
"1545","2802007","Divina Pastora (SE)","47.95"
"1546","4203808","Canoinhas (SC)","47.92"
"1547","4201208","Antônio Carlos (SC)","47.88"
"1548","2701506","Campo Grande (AL)","47.86"
"1549","2403301","Encanto (RN)","47.84"
"1550","4113304","Laranjeiras do Sul (PR)","47.84"
"1551","3138674","Luisburgo (MG)","47.83"
"1552","3116605","Cláudio (MG)","47.82"
"1553","2403103","Currais Novos (RN)","47.80"
"1554","2927002","Rio Real (BA)","47.80"
"1555","2402105","Campo Redondo (RN)","47.79"
"1556","2902906","Barra do Choça (BA)","47.71"
"1557","3203205","Linhares (ES)","47.70"
"1558","4211058","Monte Carlo (SC)","47.66"
"1559","5208608","Goianésia (GO)","47.64"
"1560","2919108","Lamarão (BA)","47.63"
"1561","2208502","Porto (PI)","47.62"
"1562","3112901","Caputira (MG)","47.61"
"1563","3506300","Bernardino de Campos (SP)","47.54"
"1564","3110905","Campanha (MG)","47.48"
"1565","3150208","Piedade de Ponte Nova (MG)","47.48"
"1566","2303402","Carnaubal (CE)","47.38"
"1567","2503308","Cachoeira dos Índios (PB)","47.36"
"1568","2703700","Jaramataia (AL)","47.29"
"1569","4218509","Treze Tílias (SC)","47.26"
"1570","3162104","São Gotardo (MG)","47.24"
"1571","2414506","Umarizal (RN)","47.19"
"1572","3511201","Catiguá (SP)","47.19"
"1573","2502508","Boqueirão (PB)","47.17"
"1574","3124500","Estiva (MG)","47.16"
"1575","2708204","São Brás (AL)","47.15"
"1576","4302659","Brochier (RS)","47.14"
"1577","4320859","Tabaí (RS)","47.08"
"1578","4216404","São João do Sul (SC)","47.01"
"1579","3154101","Recreio (MG)","46.98"
"1580","2314003","Várzea Alegre (CE)","46.97"
"1581","2509800","Mulungu (PB)","46.95"
"1582","2206100","Matias Olímpio (PI)","46.92"
"1583","2600500","Águas Belas (PE)","46.89"
"1584","3151404","Pitangui (MG)","46.85"
"1585","2609204","Maraial (PE)","46.83"
"1586","3205036","Vargem Alta (ES)","46.83"
"1587","2806602","Santo Amaro das Brotas (SE)","46.81"
"1588","2918803","Laje (BA)","46.80"
"1589","3145505","Olímpio Noronha (MG)","46.77"
"1590","4213153","Planalto Alegre (SC)","46.69"
"1591","4200309","Agronômica (SC)","46.66"
"1592","3541505","Presidente Venceslau (SP)","46.61"
"1593","3514502","Duartina (SP)","46.60"
"1594","2208403","Piripiri (PI)","46.57"
"1595","2405801","João Câmara (RN)","46.56"
"1596","3163201","São José do Alegre (MG)","46.55"
"1597","2410306","Serra Caiada (RN)","46.54"
"1598","2807204","Siriri (SE)","46.54"
"1599","2803203","Itaporanga d'Ajuda (SE)","46.52"
"1600","2709004","Tanque d'Arca (AL)","46.51"
"1601","2910206","Dom Macedo Costa (BA)","46.50"
"1602","2705606","Novo Lino (AL)","46.49"
"1603","3546900","Santa Lúcia (SP)","46.46"
"1604","4207650","Iporã do Oeste (SC)","46.45"
"1605","4314159","Paverama (RS)","46.42"
"1606","3162005","São Gonçalo do Sapucaí (MG)","46.37"
"1607","4108007","Florestópolis (PR)","46.37"
"1608","4122701","Sabáudia (PR)","46.35"
"1609","2505006","Cubati (PB)","46.34"
"1610","3165701","Senador Firmino (MG)","46.34"
"1611","3506409","Bilac (SP)","46.32"
"1612","4211603","Nova Veneza (SC)","46.31"
"1613","3107109","Boa Esperança (MG)","46.30"
"1614","4122206","Rio Branco do Sul (PR)","46.29"
"1615","3548609","São Bento do Sapucaí (SP)","46.22"
"1616","1709500","Gurupi (TO)","46.16"
"1617","2703908","Jundiá (AL)","46.08"
"1618","4218400","Treze de Maio (SC)","46.06"
"1619","2600807","Altinho (PE)","45.92"
"1620","2414100","Tenente Ananias (RN)","45.88"
"1621","2901957","Apuarema (BA)","45.83"
"1622","4210605","Massaranduba (SC)","45.83"
"1623","2515708","Serra Grande (PB)","45.72"
"1624","4312906","Nova Bassano (RS)","45.60"
"1625","2314102","Viçosa do Ceará (CE)","45.55"
"1626","1503200","Igarapé-Açu (PA)","45.54"
"1627","4314704","Planalto (RS)","45.53"
"1628","3546504","Santa Ernestina (SP)","45.51"
"1629","3126109","Formiga (MG)","45.44"
"1630","3300936","Carapebus (RJ)","45.42"
"1631","5218607","Rialma (GO)","45.34"
"1632","2311801","Russas (CE)","45.27"
"1633","3200706","Atílio Vivácqua (ES)","45.26"
"1634","4218301","Três Barras (SC)","45.24"
"1635","2502409","Bonito de Santa Fé (PB)","45.20"
"1636","2509305","Mataraca (PB)","45.19"
"1637","3205010","Sooretama (ES)","45.15"
"1638","4316956","Santa Maria do Herval (RS)","45.14"
"1639","3541604","Promissão (SP)","45.09"
"1640","2203701","Esperantina (PI)","45.08"
"1641","3128808","Guidoval (MG)","45.03"
"1642","4202859","Braço do Trombudo (SC)","45.03"
"1643","3551405","Serra Azul (SP)","45.02"
"1644","3114501","Carmópolis de Minas (MG)","45.01"
"1645","3200904","Barra de São Francisco (ES)","44.99"
"1646","2307809","Marco (CE)","44.98"
"1647","1702554","Augustinópolis (TO)","44.97"
"1648","3531407","Monte Aprazível (SP)","44.96"
"1649","3154804","Rio Acima (MG)","44.93"
"1650","4210001","Luiz Alves (SC)","44.92"
"1651","2205854","Madeiro (PI)","44.91"
"1652","3554904","Três Fronteiras (SP)","44.88"
"1653","2913309","Ichu (BA)","44.85"
"1654","2933174","Varzedo (BA)","44.77"
"1655","2929404","São Miguel das Matas (BA)","44.75"
"1656","2308302","Milagres (CE)","44.72"
"1657","2504355","Caturité (PB)","44.59"
"1658","3157203","Santa Bárbara (MG)","44.51"
"1659","4212106","Palmitos (SC)","44.51"
"1660","4204400","Coronel Freitas (SC)","44.45"
"1661","2915106","Itagi (BA)","44.44"
"1662","2901601","Antas (BA)","44.43"
"1663","3108404","Botelhos (MG)","44.38"
"1664","2803302","Japaratuba (SE)","44.33"
"1665","2505402","Desterro (PB)","44.32"
"1666","3161809","São Gonçalo do Pará (MG)","44.29"
"1667","3532504","Neves Paulista (SP)","44.28"
"1668","3523206","Itararé (SP)","44.27"
"1669","2509909","Natuba (PB)","44.24"
"1670","3166303","Sericita (MG)","44.24"
"1671","3132909","Itamogi (MG)","44.19"
"1672","4210902","Modelo (SC)","44.18"
"1673","5211503","Itumbiara (GO)","44.12"
"1674","2112803","Viana (MA)","44.09"
"1675","2516805","Triunfo (PB)","44.09"
"1676","2707206","Poço das Trincheiras (AL)","44.04"
"1677","2200103","Agricolândia (PI)","43.95"
"1678","3133709","Itatiaiuçu (MG)","43.93"
"1679","3203056","Jaguaré (ES)","43.85"
"1680","3534906","Pacaembu (SP)","43.84"
"1681","2414407","Touros (RN)","43.82"
"1682","1508100","Tucuruí (PA)","43.81"
"1683","4123808","Santa Izabel do Oeste (PR)","43.81"
"1684","3140209","Maripá de Minas (MG)","43.79"
"1685","3512001","Colina (SP)","43.77"
"1686","3145604","Oliveira (MG)","43.76"
"1687","4128401","Uraí (PR)","43.76"
"1688","2305704","Ipaumirim (CE)","43.70"
"1689","3166204","Senhora dos Remédios (MG)","43.66"
"1690","5219100","Santa Bárbara de Goiás (GO)","43.62"
"1691","4321667","Três Cachoeiras (RS)","43.59"
"1692","2603900","Carnaíba (PE)","43.58"
"1693","1502103","Cametá (PA)","43.55"
"1694","2910305","Elísio Medrado (BA)","43.54"
"1695","4123105","Santa Amélia (PR)","43.49"
"1696","4202537","Bom Jesus (SC)","43.47"
"1697","4318614","São José do Sul (RS)","43.46"
"1698","2205540","Lagoinha do Piauí (PI)","43.44"
"1699","2304806","Granjeiro (CE)","43.41"
"1700","2310951","Pires Ferreira (CE)","43.38"
"1701","4314456","Pinhal (RS)","43.37"
"1702","2103752","Davinópolis (MA)","43.35"
"1703","2400208","Assú (RN)","43.34"
"1704","4306106","Cruz Alta (RS)","43.30"
"1705","4200507","Águas de Chapecó (SC)","43.27"
"1706","4215000","Rio Negrinho (SC)","43.27"
"1707","3103504","Araguari (MG)","43.16"
"1708","2926608","Ribeira do Pombal (BA)","43.13"
"1709","3528601","Manduri (SP)","43.10"
"1710","4110078","Imbaú (PR)","43.08"
"1711","4314498","Pinheirinho do Vale (RS)","43.08"
"1712","4211702","Orleans (SC)","43.03"
"1713","2615102","Terezinha (PE)","43.00"
"1714","3519402","Ibirá (SP)","42.99"
"1715","2112902","Vitória do Mearim (MA)","42.98"
"1716","3144607","Nepomuceno (MG)","42.95"
"1717","4310363","Imigrante (RS)","42.95"
"1718","4321402","Tenente Portela (RS)","42.95"
"1719","3526605","Lavrinhas (SP)","42.92"
"1720","3114105","Carmo de Minas (MG)","42.81"
"1721","1702109","Araguaína (TO)","42.78"
"1722","4117206","Nova Olímpia (PR)","42.78"
"1723","3131208","Ipanema (MG)","42.75"
"1724","4109757","Ibema (PR)","42.75"
"1725","2103406","Coelho Neto (MA)","42.64"
"1726","3107406","Bom Despacho (MG)","42.63"
"1727","3156452","Rosário da Limeira (MG)","42.59"
"1728","3525706","José Bonifácio (SP)","42.59"
"1729","2506251","Gado Bravo (PB)","42.51"
"1730","3142205","Miraí (MG)","42.51"
"1731","3171154","Vermelho Novo (MG)","42.51"
